Track Name,Race Number,Date,Track Miles,Surface,Age,Weather,Track Condition,Race,Horse Name,Jockey,Weight,M/E,PP,Finish,Money Won,Trainer,Owner,Lengths Behind Winner,Length Rating
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Ride a Comet ,"Saez, Gabriel",123,L,11,8,"$2,200 "," Casse, Mark"," Oxley, John C. and My Meadowview Farm LLC",12.25,98
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Dreamer's Point ,"Landeros, Chris",123,L,9,9,"$2,200 "," Wilkes, Ian"," Six Column Stables, LLC, Bloch, Randall L. and Seiler, John",13.25,119.25
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Magicalmeister ,"McKee, John",123,L b,5,10,"$2,200 "," Chapman, James"," Meyer, Christopher J., Uragami, Stanley Ichiro and Chapman, James K.",14.5,145
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Archaggelos ,"Hernandez, Rafael",123,L,3,11,"$2,200 "," Dickinson, Michael", Monticule LLC,20,220
TURFWAY PARK , Race 10," March 17, 2018 ",One And One Eighth ,All Weather Track,THREE YEAR ,Showery,Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Hazit ,"Van Dyke, Drayden",123,L,7,12,"$2,200 "," Pletcher, Todd"," Eclipse Thoroughbred Partners, Magnier, M., Tabor, M. and Smith, D.",20.25,243
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Runaway Ghost ,"Hebert, Tracy",122,L,11,1,"$400,000 "," Fincher, Todd",Joe Peacock,0,0
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Dream Baby Dream ,"Juarez, Jr., Alfredo",122,L b,10,2,"$176,000 "," Asmussen, Steven", Dream Baby Dream Racing Stable,2.75,5.5
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Peace ,"Van Dyke, Drayden",122,L,5,3,"$96,000 "," Mandella, Richard"," Spendthrift Farm LLC and Town and Country Racing, LLC",8.75,26.25
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Seven Trumpets ,"Contreras, Luis",122,L,8,4,"$48,000 "," Romans, Dale", West Point Thoroughbreds,9,36
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Dark Vader ,"Elliott, Stewart",122,L b,2,5,"$32,000 "," Eurton, Peter"," Alesia, S., Burns Racing LLC, Ciaglia Racing LLC and Christensen, R.",10,50
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Choo Choo ,"Gutierrez, Mario",122,L,9,6,"$24,000 "," Hollendorfer, Jerry", Calumet Farm,11.25,67.5
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Shane Zain ,"Thompson, Terry",122,L b,6,7,"$12,000 "," O'Neill, Doug", Zedan Racing Stables Inc,12.5,87.5
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,All Out Blitz ,"Garcia, Martin",122,L b,1,8,"$12,000 "," Callaghan, Simon"," Kaleem Shah, Inc.",14,112
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Prince Lucky ,"Velazquez, John",122,L,7,9,$0 ," Pletcher, Todd",Daniel McConnell,14.25,128.25
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,New York Central ,"Santana, Jr., Ricardo",122,L,3,10,$0 ," Asmussen, Steven"," China Horse Club International Ltd., SF Racing LLC, WinStar Farm LLC et al.",17.75,177.5
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Hollywood Star ,"Albarado, Robby",122,L,4,11,$0 ," Romans, Dale", Albaugh Family Stables LLC,35.25,387.75
SUNLAND PARK , Race 11," March 25, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Sunland Derby Grade 3 - Thoroughbred,Fortified Effort ,"Eikleberry, Ry",122,L b,12,12,$0 ," Eikleberry, Kevin"," Yother, J. Lloyd, Eikleberry, Kevin, Matthews, William and Fleming, Marvin",39,468
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Quip ,"Geroux, Florent",118,L,10,1,"$210,000 "," Brisset, Rodolphe"," WinStar Farm LLC, China Horse Club International Ltd. and SF Racing LLC",0,0
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Flameaway ,"Lezcano, Jose",120,L,5,2,"$70,000 "," Casse, Mark",John C. Oxley,1,2
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,World of Trouble ,"Ortiz, Jr., Irad",118,L b,8,3,"$40,000 "," Servis, Jason"," Dubb, Michael and Bethlehem Stables LLC",1.25,3.75
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Vino Rosso ,"Velazquez, John",118,L b,3,4,"$17,500 "," Pletcher, Todd", Repole Stable and St. Elias Stable,6,24
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Tiz Mischief ,"Rosario, Joel",118,L,2,5,"$10,500 "," Romans, Dale","Frank L. Jones, Jr.",11.5,57.5
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Untamed Domain ,"Ortiz, Jose",122,L b,9,6,7000," Motion, H.", West Point Thoroughbreds,13.25,79.5
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Caloric ,"Gonzalez, Alex",118,L,11,7,$0 ," Winters, Michelle",Michelle Winters,15.5,108.5
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Arazi Like Move ,"Spieth, Scott",118,L b,1,8,$0 ," Gonzalez, Aldana"," Loooch Racing Stables, Inc.",30.75,246
TAMPA BAY DOWNS , Race 11," March 10, 2018 ",One And One Sixteenth ,Dirt,THREE YEAR , Cloudy, Fast,Lambholm South Tampa Bay Derby Grade 2 - Thoroughbred,Grandpa Knows Best ,"Leparoux, Julien",118,- -,4,9,$0 ," McPeek, Kenneth", Fern Circle Stables,43.25,389.25
AQUEDUCT , Race 8," February 3, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Withers S. Grade 3 - Thoroughbred,Avery Island ,"Bravo, Joe",122,L,4,1,"$150,000 "," McLaughlin, Kiaran", Godolphin Racing LLC,0,0
AQUEDUCT , Race 8," February 3, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Withers S. Grade 3 - Thoroughbred,Firenze Fire ,"McCarthy, Trevor",122,L,1,2,"$50,000 "," Servis, Jason", Mr. Amore Stable,2,4
AQUEDUCT , Race 8," February 3, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Withers S. Grade 3 - Thoroughbred,Marconi ,"Franco, Manuel",116,L b,2,3,"$25,000 "," Pletcher, Todd"," Bridlewood Farm, Magnier, Mrs. John, Smith, Derrick and Tabor, Michael B.",2.5,7.5
AQUEDUCT , Race 8," February 3, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Withers S. Grade 3 - Thoroughbred,Coltandmississippi ,"Alvarado, Junior",118,L b,5,4,"$12,500 "," Pletcher, Todd", Teresa Viola Racing Stables and St. Elias Stable,21.25,85
AQUEDUCT , Race 8," February 3, 2018 ",One And One Eighth ,Dirt,THREE YEAR ,Clear,Fast,Withers S. Grade 3 - Thoroughbred,Bal Harbour ,"Carmouche, Kendrick",118,L,3,5,7500," Pletcher, Todd", Red Oak Stable (Brunetti),22.5,112.5
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Vino Rosso ,"Velazquez, John",123,L b,9,1,"$535,000 "," Pletcher, Todd", Repole Stable and St. Elias Stable,0,0
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Enticed ,"Alvarado, Junior",123,L,5,2,"$185,000 "," McLaughlin, Kiaran"," Godolphin Racing, LLC",3,6
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Restoring Hope ,"Prat, Flavien",123,L,8,3,"$100,000 "," Baffert, Bob"," West, Gary and Mary",5.25,15.75
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Firenze Fire ,"Franco, Manuel",123,L,2,4,"$65,000 "," Servis, Jason", Mr. Amore Stable,11.25,45
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Heartfullofstars ,"Davis, Dylan",123,Lb,1,5,"$40,000 "," D'Amato, Philip"," Agave Racing Stable, Little Red Feather Racing, Bran Jam Stable, and Clark, D.",11.75,58.75
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,King Zachary ,"Albarado, Robby",123,L,7,6,"$30,000 "," Romans, Dale",Thomas F. Conway,13.5,81
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Evaluator ,"Carmouche, Kendrick",123,L bf,3,7,"$25,000 "," Dilger, Michael", R and H Stable,17.25,120.75
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Old Time Revival ,"Rose, Jeremy",123,L,4,8,"$20,000 "," Decker, Kenneth",Fred J. Brei,25,200
AQUEDUCT , Race 10," April 7, 2018 ",One And One Eighth ,Dirt,THREE YEAR , Cloudy, Fast,Wood Memorial S. presented by NYRA Bets Grade 2 - Thoroughbred,Catch Twenty Two ,"Reyes, Luis",123,L bf,6,9,$0 ," Chatterpaul, Naipaul", E.V. Racing Stable,38.75,348.75
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Classic Empire ,"Leparoux, Julien",122,L b,2,1,600000," Casse, Mark",John C. Oxley,0,0
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Conquest Mo Money ,"Carreno, Jorge",122,L,11,2,200000," Hernandez, Miguel", Judge Lanier Racing,0.5,1
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Lookin At Lee ,"Contreras, Luis",122,L b,6,3,100000," Asmussen, Steven", L and N Racing LLC,1.5,4.5
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Sonneteer ,"Desormeaux, Kent",118,L,7,4,50000," Desormeaux, J.", Calumet Farm,2,8
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Malagacy ,"Castellano, Javier",122,L,12,5,30000," Pletcher, Todd", Sumaya U.S. Stable,2.25,11.25
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Untrapped ,"Smith, Mike",118,L b,9,6,2858," Asmussen, Steven",Michael Langford,5,30
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Silver Dust ,"Lanerie, Corey",118,L b,3,7,2857," Morse, Randy",Tom R. Durant,5.25,36.75
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Rowdy the Warrior ,"Quinonez, Luis",118,L,8,8,2857," Von Hemel, Donnie",Robert H. Zoellner,8.75,70
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Petrov ,"Santana, Jr., Ricardo",118,L,4,9,2857," Moquett, Ron"," Rialto Racing Stables, LLC, Southern Springs Stables et al.",10.25,92.25
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,One Dreamy Dude ,"Franco, Geovanni",118,L,10,10,2857," Van Berg, Jack", Muddy Waters Stables,16.75,167.5
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Grandpa's Dream ,"Canchari, Alex",118,L,5,11,2857," Hartman, Chris",Wayne Scherr,20,220
OAKLAWN PARK , Race 11," April 15, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Arkansas Derby Grade 1 - Thoroughbred,Rockin Rudy ,"Gutierrez, Mario",118,L,1,12,2857," O'Neill, Doug", Reddam Racing LLC,33.5,402
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,Irap ,"Leparoux, Julien",123,L,6,1,600000," O'Neill, Doug", Reddam Racing LLC,0,0
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,Practical Joke ,"Rosario, Joel",123,L,7,2,200000," Brown, Chad"," Klaravich Stables, Inc. and Lawrence, William H.",0.75,1.5
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,McCraken ,"Hernandez, Jr., Brian",123,L,2,3,100000," Wilkes, Ian", Whitham Thoroughbreds LLC,3.75,11.25
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,J Boys Echo ,"Albarado, Robby",123,L,3,4,50000," Romans, Dale", Albaugh Family Stable,6.25,25
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,Tapwrit ,"Ortiz, Jose",123,L b,4,5,30000," Pletcher, Todd"," Bridlewood Farm, Eclipse Thoroughbred Partners and LaPenta, Robert V.",11.5,57.5
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,It's Your Nickel ,"Graham, James",123,L,1,6,10000," McPeek, Kenneth"," Lerner, Harold, AWC Stables, Nehoc Stables and Magdelena Stable",13.75,82.5
KEENELAND , Race 10," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Clear,Fast, Toyota Blue Grass S. Grade 2 - Thoroughbred,Wild Shot ,"Lanerie, Corey",123,L,5,7,10000," Arnold, II, George", Calumet Farm,15,105
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,Zakaroff ,"Frey, Kyle",122,L,1,1,120000," Specht, Steven",Antone Metaxas,0,0
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,DQ-Ann Arbor Eddie ,"Gutierrez, Mario",122,L,3,2,40000," O'Neill, Doug", Reddam Racing LLC,0.5,1
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,More Power to Him ,"Gomez, Alejandro",122,Lb,2,3,24000," Taylor, Faith",Brett Mason,1.75,5.25
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,Tribal Storm ,"Cedillo, Abel",122,L,4,4,12000," Moger, Jr., Ed"," Lanning, Curt and Lila",2.75,11
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,Colonel Samsen ,"Gonzalez, Ricardo",122,Lb,6,5,4000," Harty, Eoin"," Casner Racing, LP, Wachtel Stable, Barber, Gary and Johnsen, Corey S.",5.25,26.25
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,Kona Dreams ,"Ocampo, Israel",122,Lb,7,6,225," Papaprodromou, George", Kretz Racing LLC,10.25,61.5
GOLDEN GATE FIELDS , Race 7," February 18, 2017 ",One And One Eighth,All Weather Track,Three Year,Cloudy,Fast, El Camino Real Derby Grade 3 - Thoroughbred,Sheer Flattery ,"Alvarado, Frank",122,L,5,7,225," Hollendorfer, Jerry"," Barrow, Thomas, Robertson, Richard and Hollendorfer, Jerry",11.25,78.75
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Always Dreaming ,"Velazquez, John",122,L,4,1,589000," Pletcher, Todd"," Brooklyn Boyz Stables, Teresa Viola Racing Stables et al.",0,0
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,State of Honor ,"Leparoux, Julien",122,L,1,2,190000," Casse, Mark", Conrad Farms,5,10
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Gunnevera ,"Castellano, Javier",122,L bf,10,3,95000," Sano, Antonio"," Peacock Racing Stables, LLC",6.5,19.5
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Impressive Edge ,"Lanerie, Corey",122,L,8,4,47500," Romans, Dale", N and K Racing,7,28
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Three Rules ,"Saez, Luis",122,L,9,5,28500," Pinchin, Jose"," Shade Tree Thoroughbreds, Inc., Fitzgerald, Tom and Roy, Geoff",7,35
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Talk Logistics ,"Bravo, Joe",122,L,2,6,10000," Plesa, Jr., Edward", Hardway Stables,8.25,49.5
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Coleman Rocky ,"Ortiz, Jose",122,L,6,7,10000," Delgado, Gustavo", Grupo 7C Racing Stable,9,63
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Unbridled Holiday ,"Juarez, Nik",122,L b,7,8,10000," Biancone, Patrick", D P Racing,15,120
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Charlie the Greek ,"Reyes, Leonel",122,L,3,9,10000," Yanakov, Mikhail"," Olympia Star, Inc.",25.75,231.75
GULFSTREAM PARK , Race 14," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Xpressbet Florida Derby Grade 1 - Thoroughbred,Quinientos ,"Montalvo, Carlos",122,L f,5,10,10000," Sanchez, Enrique", Rontos Racing Stable Corp.,26.75,267.5
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Gunnevera ,"Castellano, Javier",122,L bf,2,1,235600," Sano, Antonio"," Peacock Racing Stables, LLC",0,0
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Practical Joke ,"Ortiz, Jose",122,L,6,2,76000," Brown, Chad"," Klaravich Stables, Inc. and Lawrence, William H.",5.75,11.5
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Three Rules ,"Saez, Luis",120,L,7,3,38000," Pinchin, Jose"," Shade Tree Thoroughbreds, Inc., Fitzgerald, Tom and Roy, Geoff",6.25,18.75
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Talk Logistics ,"Bravo, Joe",116,L,4,4,19000," Plesa, Jr., Edward", Hardway Stables,12.25,49
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Lookin for Eight ,"Leparoux, Julien",116,L,11,5,11400," Casse, Mark"," Barber, Gary, Oxley, John C., Kinder, Ralph and Woolsey, E. Ervine",14.5,72.5
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Quinientos ,"Meneses, Marcos",116,Lf,3,6,4000," Sanchez, Enrique", Rontos Racing Stable Corp.,14.75,88.5
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Irish War Cry ,"Rosario, Joel",122,L,8,7,4000," Motion, H.",Isabelle de Tomaso,21.75,152.25
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Takaful ,"Lopez, Paco",116,L,10,8,4000," McLaughlin, Kiaran", Shadwell Stable,27,216
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Made You Look ,"Velazquez, John",122,L,9,9,4000," Pletcher, Todd", Let's Go Stable and Three Chimneys Farm,42,378
GULFSTREAM PARK , Race 13," March 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Xpressbet Fountain of Youth S. Grade 2 - Thoroughbred,Huracan Americo ,"Prado, Edgar",122,Lf,1,10,4000," Zanelli, Jr., Dante", Dona Licha Stables LLC,42,420
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,J Boys Echo ,"Albarado, Robby",118,L,1,1,180000," Romans, Dale", Albaugh Family Stable,0,0
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,Cloud Computing ,"Franco, Manuel",116,L,9,2,60000," Brown, Chad"," Klaravich Stables, Inc. and Lawrence, William H.",3.5,7
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,El Areeb ,"McCarthy, Trevor",123,L bf,4,3,30000," Lynch, Cathal"," M M G Stables, LLC",11,33
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,Action Everyday ,"Maragh, Rajiv",117,Lb,10,4,15000," Pletcher, Todd", St. Elias Stable,11.5,46
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,True Timber ,"Carmouche, Kendrick",116,L,6,5,9000," McLaughlin, Kiaran", Calumet Farm,12.75,63.75
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,So Conflated ,"Gutierrez, Mario",120,L,8,6,3000," O'Neill, Doug", Reddam Racing LLC,22.25,133.5
AQUEDUCT , Race 8," March 4, 2017 ",One And One Sixteenth,Inner track,Three Year,Clear,Fast, Gotham S. Grade 3 - Thoroughbred,Gaetano ,"Montanez, Rosario",116,Lb,2,7,3000," Preciado, Guadalupe"," Amenta Racing Stables, LLC",32.75,229.25
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Irish War Cry ,"Rosario, Joel",120,L,5,1,212660," Motion, H.",Isabelle de Tomaso,0,0
