Track Name,Race Number,Date,Year,Track Miles,Surface,Age,Weather,Track Condition,Race,Horse Name,Jockey,Weight,M/E,PP,Finish,Money Won,Trainer,Owner,Lengths Behind Winner
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Speed App ,"De La Cruz, Walter",123,L b,11,6,"$2,000 "," Lukas, D.", Calumet Farm,9.25
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Counter Offer ,"Franklin, Malcolm",123,L b,7,7,"$2,000 "," Wilkes, Ian"," Six Column Stables, LLC",9.25
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Skywire ,"Boulanger, Gary",123,L,6,8,"$2,000 "," Casse, Mark"," Barber, Gary and Tucci, Lucio",9.5
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Curlin Grey ,"Hernandez, Jr., Brian",123,L b,9,9,"$2,000 "," McPeek, Kenneth", Fern Circle Stables,10
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Twelfthofneverland ,"Russell, Sheldon",123,L b,8,10,"$2,000 "," Handal, Raymond",John Mahr,13
TURFWAY PARK , Race 11, March 9,2019,One And One Eighth , All Weath,THREE YEAR , Showery, Fast,Jeff Ruby Steaks Grade 3 - Thoroughbred,Baytown Jimbo ,"Achard, Alexis",123,L b,5,11,"$2,000 "," McEntee, Paul"," McEntee Racing, Inc.",25
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Mind Control ,"Velazquez, John",123,L,3,1,"$82,500 "," Sacco, Gregory"," Red Oak Stable (Brunetti) and Madaket Stables, LLC",0
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Our Braintrust ,"Vargas, Jr., Jorge",120,Lf,4,2,"$30,000 "," Lynch, Cathal"," Lynch, Cathal A. and Smith, Jr., Stanton J.",1.5
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Family Biz ,"Davis, Dylan",118,L,2,3,"$18,900 "," Barker, Edward"," Chen, Danny J., Cestaro, James and Campbell Road Stables",5.5
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Gates of Dawn ,"Pennington, Frankie",118,L,5,4,"$9,000 "," Servis, John",Leonard C. Green,6
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Souper Jackpot ,"Alvarado, Junior",118,L,6,5,"$6,000 "," Casse, Mark", Live Oak Plantation,8.75
AQUEDUCT , Race 8, January 1,2019,One, Dirt,THREE YEAR , Cloudy, Good,Jerome S. Listed - Thoroughbred,Direct Order ,"Lezcano, Jose",118,Lb,1,6,"$4,500 "," Servis, Jason",Ara Aprahamian,12.25
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source (Railbird):,https://docs.google.com/spreadsheets/d/1q3j7Y8pq_tXJMt_YU-nel9PZY1Jrwell_YsF2bp8D6Y/pub#,,,,,,,,,,,,,,,,,,
